"0",,"general",,,,,,,,"2018-06-01 14:51:33 +0700","date_time"
"1",,"general",,,,,,,,"1045","total_requests"
"2",,"general",,,,,,,,"1045","valid_requests"
"3",,"general",,,,,,,,"0","failed_requests"
"4",,"general",,,,,,,,"0","generation_time"
"5",,"general",,,,,,,,"14","unique_visitors"
"6",,"general",,,,,,,,"101","unique_files"
"7",,"general",,,,,,,,"0","excluded_hits"
"8",,"general",,,,,,,,"0","unique_referrers"
"9",,"general",,,,,,,,"0","unique_not_found"
"86",,"requests","1","0.10%","1","0.96%","0","0.00%","---","---","1466.134"
"87",,"requests","1","0.10%","1","0.96%","0","0.00%","---","---","0.482"
"88",,"requests","1","0.10%","1","0.96%","0","0.00%","---","---","0.483"
"89",,"requests","1","0.10%","1","0.96%","0","0.00%","---","---","0.484"
"90",,"requests","1","0.10%","1","0.96%","0","0.00%","---","---","0.49"
"91",,"requests","1","0.10%","1","0.96%","0","0.00%","---","---","0.491"
"92",,"requests","1","0.10%","1","0.96%","0","0.00%","---","---","0.493"
"93",,"requests","1","0.10%","1","0.96%","0","0.00%","---","---","0.492"
"94",,"requests","1","0.10%","1","0.96%","0","0.00%","---","---","0.494"
"95",,"requests","1","0.10%","1","0.96%","0","0.00%","---","---","0.495"
"96",,"requests","1","0.10%","1","0.96%","0","0.00%","---","---","0.496"
"97",,"requests","1","0.10%","1","0.96%","3509","0.00%","---","---","0.018"
"98",,"requests","1","0.10%","1","0.96%","3509","0.00%","---","---","0.036"
"99",,"requests","1","0.10%","1","0.96%","3509","0.00%","---","---","0.222"
"100",,"requests","1","0.10%","1","0.96%","3509","0.00%","---","---","0.031"
"0",,"hosts","990","94.74%","2","14.29%","3619482500","53.31%",,,"1.179.191.250"
"0","0","hosts","0","0.00%","0","0.00%","0","0.00%",,,"TH Thailand"
"1",,"hosts","23","2.20%","1","7.14%","0","0.00%",,,"203.154.14.20"
"0","1","hosts","0","0.00%","0","0.00%","0","0.00%",,,"TH Thailand"
"2",,"hosts","14","1.34%","3","21.43%","3169885266","46.69%",,,"203.150.21.70"
"0","2","hosts","0","0.00%","0","0.00%","0","0.00%",,,"TH Thailand"
"3",,"hosts","9","0.86%","1","7.14%","0","0.00%",,,"203.154.14.16"
"0","3","hosts","0","0.00%","0","0.00%","0","0.00%",,,"TH Thailand"
"4",,"hosts","4","0.38%","3","21.43%","0","0.00%",,,"27.131.169.18"
"0","4","hosts","0","0.00%","0","0.00%","0","0.00%",,,"TH Thailand"
"5",,"hosts","2","0.19%","1","7.14%","0","0.00%",,,"223.27.250.4"
"0","5","hosts","0","0.00%","0","0.00%","0","0.00%",,,"TH Thailand"
"6",,"hosts","1","0.10%","1","7.14%","0","0.00%",,,"110.170.25.51"
"0","6","hosts","0","0.00%","0","0.00%","0","0.00%",,,"TH Thailand"
"7",,"hosts","1","0.10%","1","7.14%","0","0.00%",,,"182.232.139.218"
"0","7","hosts","0","0.00%","0","0.00%","0","0.00%",,,"TH Thailand"
"8",,"hosts","1","0.10%","1","7.14%","0","0.00%",,,"184.22.228.160"
"0","8","hosts","0","0.00%","0","0.00%","0","0.00%",,,"US United States"
"0",,"os","1045","100.00%","14","100.00%","6789367766","100.00%",,,"Unknown"
"0","0","os","1045","100.00%","14","100.00%","6789367766","100.00%",,,"Unknown"
"0",,"browsers","1045","100.00%","14","100.00%","6789367766","100.00%",,,"Unknown"
"0","0","browsers","1045","100.00%","14","100.00%","6789367766","100.00%",,,"Unknown"
"0",,"visit_time","1","0.10%","1","5.00%","0","0.00%",,,"06"
"1",,"visit_time","18","1.72%","3","15.00%","468591021","6.90%",,,"10"
"2",,"visit_time","21","2.01%","3","15.00%","156834169","2.31%",,,"11"
"3",,"visit_time","158","15.12%","2","10.00%","345182156","5.08%",,,"13"
"4",,"visit_time","388","37.13%","3","15.00%","817928525","12.05%",,,"14"
"5",,"visit_time","456","43.64%","6","30.00%","3273013034","48.21%",,,"15"
"6",,"visit_time","3","0.29%","2","10.00%","1727818861","25.45%",,,"16"
"0",,"geolocation","1044","99.90%","13","92.86%","6789367766","100.00%",,,"AS Asia"
"0","0","geolocation","1044","99.90%","13","92.86%","6789367766","100.00%",,,"TH Thailand"
"1",,"geolocation","1","0.10%","1","7.14%","0","0.00%",,,"NA North America"
"0","1","geolocation","1","0.10%","1","7.14%","0","0.00%",,,"US United States"
